26.87,138.03,311.86,606.63,986.01
1834,2617,2955,3136,3143
1.7908e-06,3.0262e-06,9.7866e-06,5.8544e-06,5.3817e-05
8.6773e+05,8.9248e+05,8.6931e+05,8.371e+05,7.6979e+05
7.0078e+05,6.2258e+05,6.1832e+05,5.9754e+05,5.6018e+05
2.2746e+05,2.2755e+05,2.2486e+05,2.1482e+05,1.8457e+05
3.5032e+06,3.5156e+06,3.54e+06,3.4767e+06,3.2179e+06
